parcelNo,vesselPositionStatus,expectedArrivalDateAtLoadPort,arrivedDateAtLoadPort,expectedArrivalDateAtDischargePort,arrivedDateAtDischargePort,blDate,blQuantity,customerGroup,vendor,parcelType,vesselName,loadPortName,dischargePortName,vesselNo,vesselType,supplierDemurrageRate,cOO,mineName,productName,supplierGroup,originWiseGrade,mineWiseGrade,grade,monthName
P5582223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,39685,SEB,NTPC,Parcel A,MV ARGOLIS,Muara Banyuasin,Any Port India,219-22-23,Panamax,24500,Indonesia,TITAN,INDO 4600 GAR,Trader,INDO 4600,TI 4600,TITAN 4600,Aug-22
P7822324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,50800,TC - Direct Customer,NAYIT,Parcel A,MV FATEMA JAHAN II,Muara Pantai,China,358-22-23,Supramax,15000,Indonesia,ATM,INDO 3800 GAR,Miner / Refiner,INDO 3800,AT 3800,ATM 3800,22-Dec
P14252425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82339,APL,APL,Parcel B,MV CS JI NAN,TBCT,Mundra,098-24-25,Cape,28000,Indonesia,Melawan Mine ,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,May-24
P13542425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75181,APL,UDUPI POWER,Parcel A,MV SIBONEY M,BOCT or Maura Berau Anchorage (Samarinda),New Mangalore,079-24-25,Panamax,20000,Indonesia,PT Bharinto Ekatama,INDO 5500 GAR,Miner / Refiner,INDO 5500,BA 5500,BANPU 5500,May-24
P3742223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,158885,SEB,NTPC,Parcel A,MV FALCON CONFIDENCE,Tj Kampeh,Mundra + Dahej,173-22-23,Cape,26000,Indonesia,PT BA,INDO 5000 GAR,Miner / Refiner,INDO 5000,BA 5000,BA 5000,Jul-22
P20672425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,107680,Stock and Sales,AEL,Parcel A,MV PAUL OLDENDORFF,CMT-Baltimore,Tuna,333-23-24,Baby Cape,31000,USA,USA Bailey/Enlow Fork/Harvey,US 6900 NAR,Miner / Refiner,USA 6900,CO 6900,CONSOL 6900,Nov-23
P20852425,Completed At DP,,,00:00.0,00:00.0,00:00.0,50524.12,Stock and Sales,ACC,Parcel A,MV GRANDE ISLAND,LP in USA/SAUDI at Seller's Option,Muldwarka,343-24-25,Supramax,,USA or Saudi - P,AS per Remarks,USA/SAUDI P.C.,Miner / Refiner,USA ,AR ,ARAMCO ,Sep-24
P27612526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82238,SEB,MAHA GENCO,Parcel B,MV MARAN DYNASTY,TBCT,Gangavaram,055-25-26,Cape,17500,Indonesia,Melawan Mine,INDO 4500 GAR,Miner / Refiner,INDO 4500,KP 4500,KPC 4500,Apr-25
P15262425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,57326,Stock and Sales,AEL,Parcel A,MV STENIA COLOSSUS,Meulaboh,Any Port India,113-24-25,Supramax,20000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Jun-24
P26452425,Completed At DP,00:00.0,00:00.0,,,00:00.0,48282,Stock and Sales,AEL,Parcel B,MV GH NIGHTINGALE,Muara Berau Anchorage,Navlakhi,629-24-25,Cape,26500,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Mar-25
P12562324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,SEB,NTPC,Parcel C,MV SAMJOHN SOLIDARITY,Muara Pantai,Krishnapatnam,444-23-24,Cape,27000,Indonesia,Berau,INDO 4800 GAR,Trader,INDO 4800,BE 4800,BERAU 4800,Dec-23
P18462425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel A,MV XIANG YANG,BCT and BOA or BOA and MBA,Mundra,222-24-25,Cape,25500,Indonesia,Bayan,INDO 4000 GAR,Miner / Refiner,INDO 4000,TA 4000,TA 4000,Aug-24
P13392425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55800,Stock and Sales,AEL,Parcel A,MV AEGIR SELMER,Meulaboh,Hazira,013-24-25,Supramax,19200,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Apr-24
P22942425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,36000,Stock and Sales,AEL,Parcel A,MV PACIFIC AWARD,Muara Berau Anchorage,SANDHEADS,415-22-23,Supramax,,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Feb-23
P20392425,Completed At DP,00:00.0,00:00.0,,,00:00.0,82500,APL,APL,Parcel A,MV CAPE JACARANDA,Bunyu Anchorage,Mundra,318-24-25,Cape,35000,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Sep-24
P23332425,Completed At DP,,,,,00:00.0,50211,Stock and Sales,ACC,Parcel A,MV TOP FAIR,Any Port in USA,Gangavaram,442-24-25,Supramax,,USA,ARAMCO,ARAMCO P.C. (USA),Miner / Refiner,USA ,AR ,ARAMCO ,Nov-24
P15312425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75220,APL,UDUPI POWER,Parcel A,MV SAPHIRA,Muara Pantai,New Mangalore,519-23-24,Panamax,16000,Indonesia,Berau,INDO 5100 GAR,Miner / Refiner,INDO 5100,BE 5100,BERAU 5100,Feb-24
P7162223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,9602,Stock and Sales,AEL,Parcel B,MV CASTILLO DE CATOIRA,RBCT,Gangavaram,289-22-23,Cape,19500,SA,SA  Seriti (S32),SA 4500 Min,Trader,SA 4500,S3 4500,S32 4500,Oct-22
P25282425,Completed At DP,00:00.0,00:00.0,,,00:00.0,58630.1,Stock and Sales,AEL,Parcel A,MV NORD MISSOURI,Mtwara Port,Dahej,542-24-25,Supramax,,Tanzania,Ruvuma Coal mine,Tanzania 6000 NAR,Trader,TAN 6000,RU 6000,RUVUMA 6000,Feb-25
P17402425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel A,MV KEEPER,TBCT,Mundra,107-23-24,Cape,20000,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Jun-23
P24482425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60500,Stock and Sales,AEL,Parcel A,MV JAL KALPATARU,Meulaboh,Dharamtar,453-24-25,Supramax,15000,Indonesia,MIFA,INDO 3400 GAR,Thru Broker,INDO 3400,MI 3400,MIFA 3400,Dec-24
P4352223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60007,Stock and Sales,AEL,Parcel A,MV SINICA GRAECA,Muara Sabak Anchorage,Krishnapatnam,193-22-23,Supramax,31500,Indonesia,SGM,INDO 3400 GAR,Trader,INDO 3400,SG 3400,SGM 3400,Jul-22
P18532425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,73929,Stock and Sales,AEL,Parcel A,MV AQUILA OCEAN 27,Kaliorang Anch,Dahej,223-24-25,Panamax,19500,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Aug-24
P17362425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,36100,Stock and Sales,AEL,Parcel B,MV CAPETAN COSTAS S,Muara Berau Anchorage,Any Port India,079-23-24,Panamax,24000,Indonesia,AKG,INDO 4600 GAR,Trader,INDO 4600,AK 4600,AKG 4600,May-23
P15562425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,21879,Stock and Sales,AEL,Parcel E,MV DORADO,Muara Berau Anchorage,Gangavaram,529-23-24,Cape,16500,Indonesia,SKN,"INDO 4,000 GAR",Trader,INDO 4000,SK 4000,SKN 4000,Feb-24
P22102425,Completed At DP,,,00:00.0,,00:00.0,60329,Stock and Sales,AEL,Parcel A,MV ALBERTA,Baltimore,Any Port India,373-24-25,Supramax,29000,USA,AS per Remarks,NAPP 6650 NAR Min,Trader,USA 6650,NA 6650,NAPP 6650,Oct-24
P4772223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,72881,Stock and Sales,AEL,Parcel A,MV PANAMAX NOSTOS,Taboneo Anchorage,Hazira,114-22-23,Panamax,36750,Indonesia,AGM,INDO 3400 GAR,Trader,INDO 3400,AG 3400,AGM 3400,Jun-22
P26682526,Completed At DP,00:00.0,00:00.0,,,00:00.0,23120,Stock and Sales,AEL,Parcel D,MV CAPE SARINA,Bunyu Anchorage,Krishnapatnam,610-24-25,Cape,,Indonesia,Saka Putra (SPP),INDO 3000 GAR,Trader,INDO 3000,SP 3000,SPP 3000,Mar-25
P16882425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel A,MV DIVINUS,TBCT,Mundra,640-23-24,Cape,36500,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Mar-24
P14752425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,Stock and Sales,AEL,Parcel A,MV HELLASSHIP,Tj Pemachingam,Any Port India,101-24-25,Cape,30000,Indonesia,Jhonlin,INDO 3800 GAR,Miner / Refiner,INDO 3800,JH 3800,JHONLIN 3800,May-24
P26132425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75800,APL,APL,Parcel A,MV NEW WAVELET,Muara Pantai,New Mangalore,615-24-25,Panamax,16217,Indonesia,Berau,INDO 5800 GAR,Miner / Refiner,INDO 5800,BE 5800,BERAU 5800,Mar-25
P24402425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77650,APL,APL,Parcel B,MV BULK LAMBERT,TBCT,Mundra,464-24-25,Cape,25000,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Dec-24
P10102324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,69700,Stock and Sales,AEL,Parcel A,MV MARAN HAPPINESS,Muara Berau Anchorage,Mundra,089-23-24,Cape,23577,Indonesia,BSSR,INDO 4000 GAR,Miner / Refiner,INDO 4000,BS 4000,BSSR 4000,May-23
P15902425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,42000,SEB,NTPC,Parcel B,MV NAVIOS AURORA II,Tarakan Anch,Gangavaram,556-23-24,Cape,15595,Indonesia,MIP,INDO 4800 GAR,Miner / Refiner,INDO 4800,MI 4800,MIP 4800,Mar-24
P19082425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,47500,Stock and Sales,AEL,Parcel D,MV YASA SPRING,Taboneo Anchorage,Dahej,221-24-25,Cape,26991,Indonesia,EBL,INDO 4100 GAR,Trader,INDO 4100,EB 4100,EBL 4100,Aug-24
P24552425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75911,APL,APL,Parcel A,MV CRIMSON ARK,Taboneo Anchorage,Tuticorin,477-24-25,Panamax,15500,Indonesia,BMB,INDO 4200 GAR,Miner / Refiner,INDO 4200,BM 4200,BMB 4200,Jan-25
P14092425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77000,Stock and Sales,AEL,Parcel A,MV ANABELA,Abbot Point,OKHA,443-23-24,Cape,37650,AUS - CM,BRAVUS - Carmichael,3000 - 5500 GAR,Miner / Refiner,AUS 5500,CM 5500,BRAVUS-CARMICHAEL 5500,Jan-24
P27302526,To DP,00:00.0,00:00.0,00:00.0,,00:00.0,3181,Stock and Sales,AEL,Parcel B,MV VELSHEDA,RBCT,Any Port India,084-25-26,Panamax,17500,SA,AS per Remarks,SA 5700 Min,Trader,SA 5700,,,May-25
P11482324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,56925,Stock and Sales,AEL,Parcel A,MV EUROPA BAY,Meulaboh,Gangavaram,052-23-24,Supramax,16000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,May-23
P3832223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,165000,SEB,NTPC,Parcel A,MV CAPE EMERALD,Taboneo Anchorage,Mundra,178-22-23,Cape,26500,Indonesia,Adaro,INDO 4700 GAR,Miner / Refiner,INDO 4700,AD 4700,ADARO 4700,Jul-22
P23072425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75000,Stock and Sales,AEL,Parcel B,MV BALTIMORE,Tj Pemachingam,Hazira,439-22-23,Cape,,Indonesia,Jhonlin,INDO 3800 GAR,Miner / Refiner,INDO 3800,JH 3800,JHONLIN 3800,Feb-23
P1562122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,9500,SEB,NTPC,Parcel B,MV POMPANO,Muara Pantai,Mundra,361-21-22,Cape,13000,Indonesia,Berau,INDO 4500 NAR,Trader,INDO 4500,BE 4500,BERAU 4500,Mar-22
P19042425,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,40000,Stock and Sales,AEL,Parcel A,MV ALPHA DISCOVERY,"Port Kembla Coal Terminal (“PKCT”), NSW, Australia",Gangavaram,225-24-25,Panamax,19500,AUS,AS per Remarks,AUS 2000 NAR,Trader,AUS 2000,,,Aug-24
P4862223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77000,SEB,NTPC,Parcel A,MV THE MOTHERSHIP,Muara Pantai,Dahej,119-22-23,Cape,40000,Indonesia,Berau,INDO 5100 GAR,Trader,INDO 5100,BE 5100,BERAU 5100,Jun-22
P10362324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,33000,Stock and Sales,AEL,Parcel B,MV PANAMANIAN,Kaliorang Anch,Any Port India,174-23-24,Panamax,10783,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Jul-23
P9342324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,30424,SEB,NTPC,Parcel B,MV ANANGEL VOYAGER,Taboneo Anchorage,Dhamra,041-23-24,Cape,19000,Indonesia,Adaro,INDO 4700 GAR,Trader,INDO 4700,AD 4700,ADARO 4700,Apr-23
P26692526,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,55100,Stock and Sales,AEL,Parcel A,MV AMIS GLORY,Meulaboh,Hazira,641-24-25,Supramax,,Indonesia,MIFA,INDO 3400 GAR,Thru Broker,INDO 3400,MI 3400,MIFA 3400,Mar-25
P10302324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,41287,SEB,NTPC 2,Parcel A,MV SPITHA,Tarakan Anch,Paradip,177-23-24,Panamax,10000,Indonesia,MIP,INDO 4800 GAR,Miner / Refiner,INDO 4800,MI 4800,MIP 4800,Jul-23
P17492425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,165000,TC - Direct Customer,ZMI,Parcel A,MV STAR LADY,Abbot Point,China,140-23-24,Cape,21000,AUS,AS per Remarks,AUS 3000 - 5500 GAR,Trader,AUS 5500,,,Jul-23
P10442324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,73450,TC - Direct Customer,CND,Parcel A,MV HC SUNSHINE,Taboneo Anchorage,China,202-23-24,Panamax,11000,Indonesia,BRE,INDO 4100 GAR,Trader,INDO 4100,BR 4100,BRE 4100,Aug-23
P2592223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,57820,Stock and Sales,AEL,Parcel A,MV STENIA COLOSSUS,Meulaboh,Hazira,016-22-23,Supramax,49000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Apr-22
P4662223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,165014,APL,APL,Parcel A,MV BULK SANDEFJORD,TBCT,Mundra,050 - 22-23,Cape,20000,Indonesia,Melawan Mine,INDO 4500 GAR,Miner / Refiner,INDO 4500,KP 4500,KPC 4500,May-22
P12342324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,33500,Stock and Sales,AEL,Parcel A,MV CMB MATSYS,Muara Berau / Muara Jawa,Karaikal,124-23-24,Supramax,11000,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Jul-23
P14002425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel C,MV MARIVICTORIA,TBCT,Dahej,076-24-25,Cape,,Indonesia,Melawan Mine ,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,May-24
P13252425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82092,Stock and Sales,AEL,Parcel B,MV KWK PROVIDENCE,RBCT,Any Port India,059-24-25,Cape,29000,SA,SA Anglo,SA 5200 Min,Miner / Refiner,SA 5200,AN 5200,ANGLO 5200,May-24
P14772425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75230,Stock and Sales,COASTAL ENERGEN,Parcel A,MV SAKIZAYA JUSTICE,Taboneo Anchorage,Tuticorin,107-24-25,Panamax,20500,Indonesia,BMB,INDO 4200 GAR,Miner / Refiner,INDO 4200,BM 4200,BMB 4200,May-24
P17082425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,18593,Stock and Sales,AEL,Parcel F,MV HONOR,Bunyu Anchorage,Gangavaram,042-23-24,Cape,20100,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,May-23
P5152223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77000,SEB,NTPC,Parcel B,MV ALEXANDRA P,Muara Berau Anchorage,Dhamra,138-22-23,Cape,27500,Indonesia,Alam Jaya,INDO 4700 GAR,Trader,INDO 4700,AJ 4700,AJ 4700,Jun-22
P0082122,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,82336,Stock and Sales,AEL,Parcel A,MV KEEPER,RBCT,Gangavaram,178-21-22,Cape,41000,SA,AS per Remarks,SA 4500 Min,Trader,SA 4500,,,21-Sep
P1402122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,181500,Stock and Sales,AEL,Parcel A,MV MARTHA OLDENDORFF,Abbot Point,Krishnapatnam,294-21-22,Cape,28000,AUS,AUS Glencore,Aus 5600 NAR,Miner / Refiner,AUS 5600,GI 5600,GIAG 5600,Jan-22
P12402324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,50000,Stock and Sales,AEL,Parcel A,MV NAVIOS AVIOR,"Matola, Mozambique",Gangavaram,194-23-24,Panamax,,SA,SA Glencore,SA 5200 Min,Miner / Refiner,SA 5200,GI 5200,GIAG 5200,Aug-23
P22022425,Completed At DP,,,00:00.0,00:00.0,00:00.0,39154,Stock and Sales,AEL,Parcel B,MV OCEAN SCALLION,RBCT,Dhamra,380-24-25,Panamax,18000,SA,AS per Remarks,SA 4500 Min,Trader,SA 4500,,,Oct-24
P12612324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60500,Stock and Sales,AEL,Parcel A,MV LEONIDAS,Meulaboh,Hazira,353-23-24,Supramax,14500,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Dec-23
P21822425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,39405,Stock and Sales,AEL,Parcel A,MV LMZ CERES,RBCT,Gangavaram,375-24-25,Panamax,19500,SA,SA Glencore,SA 5200 Min,Miner / Refiner,SA 5200,GI 5200,GIAG 5200,Oct-24
P8162324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55000,Stock and Sales,NTPC,Parcel A,MV ANNI SELMER,Muara Berau Anchorage,SANDHEADS,394-22-23,Supramax,,Indonesia,IPC,INDO 4800 GAR,Miner / Refiner,INDO 4800,IP 4800,IPC 4800,Feb-23
P20002425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,80470,Stock and Sales,AEL,Parcel A,MV MIDNIGHT DREAM,Taboneo Anchorage,Jaigarh,245-23-24,Cape,23500,Indonesia,BRE,INDO 4100 GAR,Trader,INDO 4100,BR 4100,BRE 4100,Sep-23
P7252223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60500,Stock and Sales,AEL,Parcel B,MV BULK HARVEST,Muara Berau Anchorage,Gangavaram,295-22-23,Cape,17000,Indonesia,KBB,INDO 3400 GAR,Trader,INDO 3400,KB 3400,KBB 3400,Oct-22
P13202425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,40421,Stock and Sales,AEL,Parcel D,MV ORIENTAL EXPRESS,Taboneo Anchorage,Hazira,048-24-25,Cape,27500,Indonesia,Adaro,INDO 4100 GAR,Miner / Refiner,INDO 4100,AD 4100,ADARO 4100,May-24
P6802223,To DP,00:00.0,00:00.0,00:00.0,,00:00.0,82500,Stock and Sales,AEL,Parcel C,MV ORSOLA BOTTIGLIERI,"Nacala Port, Mozambique",Gangavaram,310-22-23,Cape,23000,Mozambique,Moatize,Moatize 5850 NAR,Miner / Refiner,MZBQ 5850,MO 5850,MOATIZE 5850,Nov-22
P3792223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,160792,SEB,NTPC,Parcel A,MV AANYA,TBCT,Dhamra,175-22-23,Cape,27500,Indonesia,Melawan Mine,INDO 4700 GAR,Trader,INDO 4700,KP 4700,KPC 4700,Jul-22
P14812425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55230,Stock and Sales,AEL,Parcel A,MV KOUROS LEADER,Meulaboh,Hazira,042-24-25,Supramax,17500,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,May-24
P6232223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60500,Stock and Sales,AEL,Parcel A,MV NING JING HAI,Meulaboh,Hazira,257-22-23,Supramax,25000,Indonesia,MIFA,INDO 3400 GAR,Trader,INDO 3400,MI 3400,MIFA 3400,Sep-22
P7912324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,52740,Stock and Sales,AEL,Parcel A,MV SSI AVENGER,Bunyu Anchorage,Muldwarka,369-22-23,Supramax,12500,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Jan-23
P7472223,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,25000,Stock and Sales,AEL,Parcel B,MV ELIJAH,TCM Maputo,Mundra,332-22-23,Panamax,,SA,AS per Remarks,SA 5200 Min,Trader,SA 5200,,,22-Dec
P17852425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77725,SEB,NTPC,Parcel A,MV SANTA REGINA,Tarakan Anch,Krishnapatnam,237-23-24,Panamax,14500,Indonesia,MIP,INDO 4800 GAR,Miner / Refiner,INDO 4800,MI 4800,MIP 4800,Aug-23
P3492223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,157680,Stock and Sales,AEL,Parcel A,MV GOLDEN ZHOUSHAN,Adang Bay,Mundra,083-22-23,Cape,38500,Indonesia,kideco,INDO 4200 GAR,Miner / Refiner,INDO 4200,KI 4200,KIDECO 4200,22-May
P27362526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,32000,Stock and Sales,AEL,Parcel B,MV SKOPELOS I,Muara Banyuasin,Haldia,068-25-26,Panamax,15750,Indonesia,MIP Sumatra,INDO 4100 GAR,Trader,INDO 4100,MI 4100,MIP 4100,May-25
P24722425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60500,Stock and Sales,AEL,Parcel A,MV CHRISTOS K,Meulaboh,Hazira,495-24-25,Supramax,13500,Indonesia,MIFA,INDO 3400 GAR,Thru Broker,INDO 3400,MI 3400,MIFA 3400,Jan-25
P0172122,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,56103,Stock and Sales,AEL,Parcel A,MV PANORMOS,PWCS or NCIG,Krishnapatnam,176-21-22,Cape,48494,AUS,AUS Glencore,Aus 5000 NAR,Miner / Refiner,AUS 5000,GI 5000,GIAG 5000,Sep-21
P8922324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55000,Stock and Sales,AEL,Parcel A,MV SHENG AN HAI,Bunyu Anchorage,Muldwarka,011-23-24,Supramax,22000,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,23-Apr
P14452425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,58000,TC - Direct Customer,GSDEP,Parcel A,MV SM DONGHAE,Abbot Point,Korea,493-23-24,Panamax,20000,AUS - CM,BRAVUS - Carmichael,3000 - 5500 GAR,Miner / Refiner,AUS 5500,CM 5500,BRAVUS-CARMICHAEL 5500,Jan-24
P26912526,To DP,00:00.0,00:00.0,00:00.0,,00:00.0,80000,APL,APL,Parcel A,MV CAPE SATSUKI,TBCT,Mundra,071-25-26,Cape,18500,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,May-25
P11262324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,164976,APL,APL,Parcel A,MV GOLDEN MAGNUM,Tj Kampeh,Mundra,298-23-24,Cape,20000,Indonesia,DIZAMATRA,INDO 4700 GAR,Trader,INDO 4700,DI 4700,DIZAMATRA 4700,Oct-23
P14552425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,28000,SEB,NTPC,Parcel B,MV GUO YUAN 16,TBCT,Haldia,500-23-24,Panamax,18500,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Jan-24
P23432425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,70600,TC - Direct Customer,GUANGDONG FUEL,Parcel A,MV DL IVY,Bunyu Anchorage,China,456-22-23,Panamax,,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Mar-23
P18192425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,44000,Stock and Sales,AEL,Parcel C,MV GH KAHLO,Muara Berau Anchorage,Hazira,241-23-24,Cape,17969,Indonesia,SKN,"INDO 4,000 GAR",Trader,INDO 4000,SK 4000,SKN 4000,Sep-23
P15192425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,47957,Stock and Sales,AEL,Parcel C,MV GOLDEN CROWN,Muara Berau / Muara Jawa,Navlakhi + Hazira,128-24-25,Cape,29885,Indonesia,AKG,INDO 4400 GAR,Trader,INDO 4400,AK 4400,AKG 4400,Jun-24
